biosample	assembly_accession	host	bioproject	infraspecific_name	assembly_level	genome_rep	ftp_path
SAMN10219716	GCA_003988125.1	Homo sapiens	PRJNA495118	strain=LTF07	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/988/125/GCA_003988125.1_ASM398812v1
SAMN10219715	GCA_003988135.1	Homo sapiens	PRJNA495118	strain=LTF06	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/988/135/GCA_003988135.1_ASM398813v1
SAMN10219714	GCA_003988145.1	Homo sapiens	PRJNA495118	strain=LTF05	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/988/145/GCA_003988145.1_ASM398814v1
SAMN10219713	GCA_003988195.1	Homo sapiens	PRJNA495118	strain=LTF04	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/988/195/GCA_003988195.1_ASM398819v1
SAMN10219712	GCA_003988205.1	Homo sapiens	PRJNA495118	strain=LTF03	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/988/205/GCA_003988205.1_ASM398820v1
SAMN10219711	GCA_003988715.1	Homo sapiens	PRJNA495118	strain=LTF02	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/988/715/GCA_003988715.1_ASM398871v1
SAMN10219710	GCA_003988735.1	Homo sapiens	PRJNA495118	strain=LTF01	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/988/735/GCA_003988735.1_ASM398873v1
SAMN08717785	GCA_003237795.1	Homo sapiens	PRJNA400143	strain=CM184	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/795/GCA_003237795.1_ASM323779v1
SAMN08717784	GCA_003237815.1	Homo sapiens	PRJNA400143	strain=CM183	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/815/GCA_003237815.1_ASM323781v1
SAMN08717783	GCA_003239105.1	Homo sapiens	PRJNA400143	strain=CM182	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/105/GCA_003239105.1_ASM323910v1
SAMN08717782	GCA_003237825.1	Homo sapiens	PRJNA400143	strain=CM181	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/825/GCA_003237825.1_ASM323782v1
SAMN08717781	GCA_003239125.1	Homo sapiens	PRJNA400143	strain=CM180	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/125/GCA_003239125.1_ASM323912v1
SAMN08717780	GCA_003236755.1	Homo sapiens	PRJNA400143	strain=CM179	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/236/755/GCA_003236755.1_ASM323675v1
SAMN08717779	GCA_003236765.1	Homo sapiens	PRJNA400143	strain=CM178	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/236/765/GCA_003236765.1_ASM323676v1
SAMN08717778	GCA_003239155.1	Homo sapiens	PRJNA400143	strain=CM177	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/155/GCA_003239155.1_ASM323915v1
SAMN08717777	GCA_003254765.1	Homo sapiens	PRJNA400143	strain=CM176	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/254/765/GCA_003254765.1_ASM325476v1
SAMN08717776	GCA_003236795.1	Homo sapiens	PRJNA400143	strain=CM175	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/236/795/GCA_003236795.1_ASM323679v1
SAMN08717775	GCA_003237855.1	Homo sapiens	PRJNA400143	strain=CM174	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/855/GCA_003237855.1_ASM323785v1
SAMN08717774	GCA_003236805.1	Homo sapiens	PRJNA400143	strain=CM173	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/236/805/GCA_003236805.1_ASM323680v1
SAMN08717773	GCA_003236825.1	Homo sapiens	PRJNA400143	strain=CM172	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/236/825/GCA_003236825.1_ASM323682v1
SAMN08717772	GCA_003237865.1	Homo sapiens	PRJNA400143	strain=CM171	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/865/GCA_003237865.1_ASM323786v1
SAMN08717771	GCA_003236855.1	Homo sapiens	PRJNA400143	strain=CM170	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/236/855/GCA_003236855.1_ASM323685v1
SAMN08717770	GCA_003236875.1	Homo sapiens	PRJNA400143	strain=CM169	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/236/875/GCA_003236875.1_ASM323687v1
SAMN08717769	GCA_003236895.1	Homo sapiens	PRJNA400143	strain=CM168	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/236/895/GCA_003236895.1_ASM323689v1
SAMN08717768	GCA_003237895.1	Homo sapiens	PRJNA400143	strain=CM167	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/895/GCA_003237895.1_ASM323789v1
SAMN08717767	GCA_003236905.1	Homo sapiens	PRJNA400143	strain=CM166	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/236/905/GCA_003236905.1_ASM323690v1
SAMN08717766	GCA_003237915.1	Homo sapiens	PRJNA400143	strain=CM165	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/915/GCA_003237915.1_ASM323791v1
SAMN08717765	GCA_003236935.1	Homo sapiens	PRJNA400143	strain=CM164	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/236/935/GCA_003236935.1_ASM323693v1
SAMN08717764	GCA_003236955.1	Homo sapiens	PRJNA400143	strain=CM163	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/236/955/GCA_003236955.1_ASM323695v1
SAMN08717763	GCA_003236975.1	Homo sapiens	PRJNA400143	strain=CM162	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/236/975/GCA_003236975.1_ASM323697v1
SAMN08717762	GCA_003236985.1	Homo sapiens	PRJNA400143	strain=CM161	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/236/985/GCA_003236985.1_ASM323698v1
SAMN08717761	GCA_003237005.1	Homo sapiens	PRJNA400143	strain=CM160	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/005/GCA_003237005.1_ASM323700v1
SAMN08717760	GCA_003237935.1	Homo sapiens	PRJNA400143	strain=CM159	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/935/GCA_003237935.1_ASM323793v1
SAMN08717759	GCA_003237035.1	Homo sapiens	PRJNA400143	strain=CM158	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/035/GCA_003237035.1_ASM323703v1
SAMN08717758	GCA_003237045.1	Homo sapiens	PRJNA400143	strain=CM157	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/045/GCA_003237045.1_ASM323704v1
SAMN08717757	GCA_003237055.1	Homo sapiens	PRJNA400143	strain=CM156	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/055/GCA_003237055.1_ASM323705v1
SAMN08717756	GCA_003239175.1	Homo sapiens	PRJNA400143	strain=CM155	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/175/GCA_003239175.1_ASM323917v1
SAMN08717755	GCA_003237095.1	Homo sapiens	PRJNA400143	strain=CM154	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/095/GCA_003237095.1_ASM323709v1
SAMN08717754	GCA_003237115.1	Homo sapiens	PRJNA400143	strain=CM153	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/115/GCA_003237115.1_ASM323711v1
SAMN08717753	GCA_003239185.1	Homo sapiens	PRJNA400143	strain=CM152	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/185/GCA_003239185.1_ASM323918v1
SAMN08717752	GCA_003237945.1	Homo sapiens	PRJNA400143	strain=CM151	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/945/GCA_003237945.1_ASM323794v1
SAMN08717751	GCA_003239215.1	Homo sapiens	PRJNA400143	strain=CM150	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/215/GCA_003239215.1_ASM323921v1
SAMN08717750	GCA_003239235.1	Homo sapiens	PRJNA400143	strain=CM149	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/235/GCA_003239235.1_ASM323923v1
SAMN08717749	GCA_003237975.1	Homo sapiens	PRJNA400143	strain=CM148	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/975/GCA_003237975.1_ASM323797v1
SAMN08717748	GCA_003237125.1	Homo sapiens	PRJNA400143	strain=CM147	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/125/GCA_003237125.1_ASM323712v1
SAMN08717747	GCA_003237145.1	Homo sapiens	PRJNA400143	strain=CM146	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/145/GCA_003237145.1_ASM323714v1
SAMN08717746	GCA_003237175.1	Homo sapiens	PRJNA400143	strain=CM145	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/175/GCA_003237175.1_ASM323717v1
SAMN08717745	GCA_003237195.1	Homo sapiens	PRJNA400143	strain=CM144	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/195/GCA_003237195.1_ASM323719v1
SAMN08717744	GCA_003237205.1	Homo sapiens	PRJNA400143	strain=CM143	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/205/GCA_003237205.1_ASM323720v1
SAMN08717743	GCA_003239255.1	Homo sapiens	PRJNA400143	strain=CM142	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/255/GCA_003239255.1_ASM323925v1
SAMN08717742	GCA_003237995.1	Homo sapiens	PRJNA400143	strain=CM141	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/995/GCA_003237995.1_ASM323799v1
SAMN08717741	GCA_003238015.1	Homo sapiens	PRJNA400143	strain=CM140	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/015/GCA_003238015.1_ASM323801v1
SAMN08717740	GCA_003238035.1	Homo sapiens	PRJNA400143	strain=CM139	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/035/GCA_003238035.1_ASM323803v1
SAMN08717739	GCA_003237215.1	Homo sapiens	PRJNA400143	strain=CM138	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/215/GCA_003237215.1_ASM323721v1
SAMN08717738	GCA_003238045.1	Homo sapiens	PRJNA400143	strain=CM137	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/045/GCA_003238045.1_ASM323804v1
SAMN08717737	GCA_003239265.1	Homo sapiens	PRJNA400143	strain=CM136	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/265/GCA_003239265.1_ASM323926v1
SAMN08717736	GCA_003237255.1	Homo sapiens	PRJNA400143	strain=CM135	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/255/GCA_003237255.1_ASM323725v1
SAMN08717735	GCA_003237285.1	Homo sapiens	PRJNA400143	strain=CM134	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/285/GCA_003237285.1_ASM323728v1
SAMN08717734	GCA_003238085.1	Homo sapiens	PRJNA400143	strain=CM133	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/085/GCA_003238085.1_ASM323808v1
SAMN08717733	GCA_003237305.1	Homo sapiens	PRJNA400143	strain=CM132	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/305/GCA_003237305.1_ASM323730v1
SAMN08717732	GCA_003238075.1	Homo sapiens	PRJNA400143	strain=CM131	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/075/GCA_003238075.1_ASM323807v1
SAMN08717731	GCA_003238105.1	Homo sapiens	PRJNA400143	strain=CM130	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/105/GCA_003238105.1_ASM323810v1
SAMN08717730	GCA_003237275.1	Homo sapiens	PRJNA400143	strain=CM129	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/275/GCA_003237275.1_ASM323727v1
SAMN08717729	GCA_003237335.1	Homo sapiens	PRJNA400143	strain=CM128	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/335/GCA_003237335.1_ASM323733v1
SAMN08717728	GCA_003237355.1	Homo sapiens	PRJNA400143	strain=CM127	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/355/GCA_003237355.1_ASM323735v1
SAMN08717727	GCA_003237375.1	Homo sapiens	PRJNA400143	strain=CM126	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/375/GCA_003237375.1_ASM323737v1
SAMN08717726	GCA_003237365.1	Homo sapiens	PRJNA400143	strain=CM125	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/365/GCA_003237365.1_ASM323736v1
SAMN08717725	GCA_003238125.1	Homo sapiens	PRJNA400143	strain=CM124	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/125/GCA_003238125.1_ASM323812v1
SAMN08717724	GCA_003238155.1	Homo sapiens	PRJNA400143	strain=CM123	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/155/GCA_003238155.1_ASM323815v1
SAMN08717723	GCA_003238165.1	Homo sapiens	PRJNA400143	strain=CM122	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/165/GCA_003238165.1_ASM323816v1
SAMN08717722	GCA_003237415.1	Homo sapiens	PRJNA400143	strain=CM121	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/415/GCA_003237415.1_ASM323741v1
SAMN08717721	GCA_003237435.1	Homo sapiens	PRJNA400143	strain=CM120	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/435/GCA_003237435.1_ASM323743v1
SAMN08717720	GCA_003239295.1	Homo sapiens	PRJNA400143	strain=CM119	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/295/GCA_003239295.1_ASM323929v1
SAMN08717719	GCA_003237445.1	Homo sapiens	PRJNA400143	strain=CM118	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/445/GCA_003237445.1_ASM323744v1
SAMN08717718	GCA_003239315.1	Homo sapiens	PRJNA400143	strain=CM117	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/315/GCA_003239315.1_ASM323931v1
SAMN08717717	GCA_003239335.1	Homo sapiens	PRJNA400143	strain=CM116	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/335/GCA_003239335.1_ASM323933v1
SAMN08717716	GCA_003238195.1	Homo sapiens	PRJNA400143	strain=CM115	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/195/GCA_003238195.1_ASM323819v1
SAMN08717715	GCA_003237475.1	Homo sapiens	PRJNA400143	strain=CM114	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/475/GCA_003237475.1_ASM323747v1
SAMN08717714	GCA_003237495.1	Homo sapiens	PRJNA400143	strain=CM113	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/495/GCA_003237495.1_ASM323749v1
SAMN08717713	GCA_003239355.1	Homo sapiens	PRJNA400143	strain=CM112	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/355/GCA_003239355.1_ASM323935v1
SAMN08717712	GCA_003239365.1	Homo sapiens	PRJNA400143	strain=CM111	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/365/GCA_003239365.1_ASM323936v1
SAMN08717711	GCA_003238205.1	Homo sapiens	PRJNA400143	strain=CM110	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/205/GCA_003238205.1_ASM323820v1
SAMN08717710	GCA_003237515.1	Homo sapiens	PRJNA400143	strain=CM109	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/515/GCA_003237515.1_ASM323751v1
SAMN08717709	GCA_003238235.1	Homo sapiens	PRJNA400143	strain=CM108	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/235/GCA_003238235.1_ASM323823v1
SAMN08717708	GCA_003239385.1	Homo sapiens	PRJNA400143	strain=CM107	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/385/GCA_003239385.1_ASM323938v1
SAMN08717707	GCA_003238245.1	Homo sapiens	PRJNA400143	strain=CM106	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/245/GCA_003238245.1_ASM323824v1
SAMN08717706	GCA_003238275.1	Homo sapiens	PRJNA400143	strain=CM105	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/275/GCA_003238275.1_ASM323827v1
SAMN08717705	GCA_003237535.1	Homo sapiens	PRJNA400143	strain=CM104	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/535/GCA_003237535.1_ASM323753v1
SAMN08717704	GCA_003237545.1	Homo sapiens	PRJNA400143	strain=CM103	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/545/GCA_003237545.1_ASM323754v1
SAMN08717703	GCA_003237575.1	Homo sapiens	PRJNA400143	strain=CM102	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/575/GCA_003237575.1_ASM323757v1
SAMN08717702	GCA_003237595.1	Homo sapiens	PRJNA400143	strain=CM101	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/595/GCA_003237595.1_ASM323759v1
SAMN08717701	GCA_003237615.1	Homo sapiens	PRJNA400143	strain=CM100	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/615/GCA_003237615.1_ASM323761v1
SAMN08717700	GCA_003237625.1	Homo sapiens	PRJNA400143	strain=CM99	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/625/GCA_003237625.1_ASM323762v1
SAMN08717699	GCA_003239415.1	Homo sapiens	PRJNA400143	strain=CM98	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/415/GCA_003239415.1_ASM323941v1
SAMN08717698	GCA_003239435.1	Homo sapiens	PRJNA400143	strain=CM97	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/435/GCA_003239435.1_ASM323943v1
SAMN08717697	GCA_003238285.1	Homo sapiens	PRJNA400143	strain=CM96	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/285/GCA_003238285.1_ASM323828v1
SAMN08717696	GCA_003239465.1	Homo sapiens	PRJNA400143	strain=CM95	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/465/GCA_003239465.1_ASM323946v1
SAMN08717695	GCA_003239455.1	Homo sapiens	PRJNA400143	strain=CM94	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/455/GCA_003239455.1_ASM323945v1
SAMN08717694	GCA_003237655.1	Homo sapiens	PRJNA400143	strain=CM93	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/655/GCA_003237655.1_ASM323765v1
SAMN08717693	GCA_003237675.1	Homo sapiens	PRJNA400143	strain=CM92	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/675/GCA_003237675.1_ASM323767v1
SAMN08717692	GCA_003238315.1	Homo sapiens	PRJNA400143	strain=CM91	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/315/GCA_003238315.1_ASM323831v1
SAMN08717691	GCA_003238335.1	Homo sapiens	PRJNA400143	strain=CM90	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/335/GCA_003238335.1_ASM323833v1
SAMN08717690	GCA_003237695.1	Homo sapiens	PRJNA400143	strain=CM89	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/695/GCA_003237695.1_ASM323769v1
SAMN08717689	GCA_003237705.1	Homo sapiens	PRJNA400143	strain=CM88	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/705/GCA_003237705.1_ASM323770v1
SAMN08717688	GCA_003239495.1	Homo sapiens	PRJNA400143	strain=CM87	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/495/GCA_003239495.1_ASM323949v1
SAMN08717687	GCA_003238345.1	Homo sapiens	PRJNA400143	strain=CM86	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/345/GCA_003238345.1_ASM323834v1
SAMN08717686	GCA_003237735.1	Homo sapiens	PRJNA400143	strain=CM85	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/735/GCA_003237735.1_ASM323773v1
SAMN08717685	GCA_003239505.1	Homo sapiens	PRJNA400143	strain=CM84	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/505/GCA_003239505.1_ASM323950v1
SAMN08717684	GCA_003237755.1	Homo sapiens	PRJNA400143	strain=CM83	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/755/GCA_003237755.1_ASM323775v1
SAMN08717683	GCA_003237775.1	Homo sapiens	PRJNA400143	strain=CM82	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/237/775/GCA_003237775.1_ASM323777v1
SAMN08717682	GCA_003238375.1	Homo sapiens	PRJNA400143	strain=CM81	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/375/GCA_003238375.1_ASM323837v1
SAMN08717681	GCA_003239815.1	Homo sapiens	PRJNA400143	strain=CM80	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/815/GCA_003239815.1_ASM323981v1
SAMN08717680	GCA_003238395.1	Homo sapiens	PRJNA400143	strain=CM79	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/395/GCA_003238395.1_ASM323839v1
SAMN08717679	GCA_003239855.1	Homo sapiens	PRJNA400143	strain=CM78	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/855/GCA_003239855.1_ASM323985v1
SAMN08717678	GCA_003238405.1	Homo sapiens	PRJNA400143	strain=CM77	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/405/GCA_003238405.1_ASM323840v1
SAMN08717677	GCA_003239895.1	Homo sapiens	PRJNA400143	strain=CM76	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/895/GCA_003239895.1_ASM323989v1
SAMN08717676	GCA_003239915.1	Homo sapiens	PRJNA400143	strain=CM75	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/915/GCA_003239915.1_ASM323991v1
SAMN08717675	GCA_003239925.1	Homo sapiens	PRJNA400143	strain=CM74	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/925/GCA_003239925.1_ASM323992v1
SAMN08717674	GCA_003239535.1	Homo sapiens	PRJNA400143	strain=CM73	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/535/GCA_003239535.1_ASM323953v1
SAMN08717673	GCA_003238415.1	Homo sapiens	PRJNA400143	strain=CM72	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/415/GCA_003238415.1_ASM323841v1
SAMN08717672	GCA_003239945.1	Homo sapiens	PRJNA400143	strain=CM71	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/945/GCA_003239945.1_ASM323994v1
SAMN08717671	GCA_003239975.1	Homo sapiens	PRJNA400143	strain=CM70	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/975/GCA_003239975.1_ASM323997v1
SAMN08717670	GCA_003239995.1	Homo sapiens	PRJNA400143	strain=CM69	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/995/GCA_003239995.1_ASM323999v1
SAMN08717669	GCA_003239555.1	Homo sapiens	PRJNA400143	strain=CM68	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/555/GCA_003239555.1_ASM323955v1
SAMN08717668	GCA_003238455.1	Homo sapiens	PRJNA400143	strain=CM67	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/455/GCA_003238455.1_ASM323845v1
SAMN08717667	GCA_003239575.1	Homo sapiens	PRJNA400143	strain=CM66	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/575/GCA_003239575.1_ASM323957v1
SAMN08717666	GCA_003238475.1	Homo sapiens	PRJNA400143	strain=CM65	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/475/GCA_003238475.1_ASM323847v1
SAMN08717665	GCA_003238485.1	Homo sapiens	PRJNA400143	strain=CM64	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/485/GCA_003238485.1_ASM323848v1
SAMN08717664	GCA_003239585.1	Homo sapiens	PRJNA400143	strain=CM63	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/585/GCA_003239585.1_ASM323958v1
SAMN08717663	GCA_003240005.1	Homo sapiens	PRJNA400143	strain=CM62	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/240/005/GCA_003240005.1_ASM324000v1
SAMN08717662	GCA_003240035.1	Homo sapiens	PRJNA400143	strain=CM61	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/240/035/GCA_003240035.1_ASM324003v1
SAMN08717661	GCA_003238515.1	Homo sapiens	PRJNA400143	strain=CM60	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/515/GCA_003238515.1_ASM323851v1
